frame,detected,det_x,det_y,kf_x,kf_y,interp_x,interp_y,smooth_x,smooth_y,final_x,final_y,source,confidence
64,True,810.0,567.0,244.0,173.0,810.0,567.0,809.4,565.6,810.0,567.0,det,0.1260025054216385
65,True,808.0,558.0,244.0,170.0,808.0,558.0,808.6,559.0,808.0,558.0,det,0.5034447908401489
66,True,808.0,551.0,244.0,168.0,808.0,551.0,807.6,552.7,808.0,551.0,det,0.700300931930542
67,True,807.0,547.0,243.0,167.0,807.0,547.0,806.2,546.1,807.0,547.0,det,0.6993075609207153
68,False,,,299.0,205.0,805.0,540.5,805.0,540.1,299.0,205.0,kf,0.0
69,True,803.0,534.0,451.0,304.0,803.0,534.0,803.4,534.5,803.0,534.0,det,0.4670637547969818
70,True,802.0,528.0,451.0,303.0,802.0,528.0,801.8,528.6,802.0,528.0,det,0.7022953629493713
71,True,800.0,523.0,450.0,301.0,800.0,523.0,800.4,522.9,800.0,523.0,det,0.5672418475151062
72,False,,,539.0,360.0,799.0,517.5,799.2,517.7,539.0,360.0,kf,0.0
73,True,798.0,512.0,622.0,409.0,798.0,512.0,797.875,513.15,798.0,512.0,det,0.1262431889772415
74,True,797.0,508.0,622.0,407.0,797.0,508.0,796.625,509.05,797.0,508.0,det,0.435943603515625
75,False,,,727.0,476.0,795.375,505.25,795.25,505.5,727.0,476.0,kf,0.0
76,False,,,833.0,545.0,793.75,502.5,793.75,502.5,833.0,545.0,kf,0.0
77,False,,,939.0,613.0,792.125,499.75,792.125,499.75,939.0,613.0,kf,0.0
78,False,,,1045.0,682.0,790.5,497.0,790.5,497.0,1045.0,682.0,kf,0.0
79,False,,,1150.0,750.0,788.875,494.25,788.875,494.25,1150.0,750.0,kf,0.0
80,False,,,1256.0,819.0,787.25,491.5,787.25,491.5,1256.0,819.0,kf,0.0
81,False,,,1362.0,888.0,785.625,488.75,785.75,489.1,1362.0,888.0,kf,0.0
82,True,784.0,486.0,919.0,580.0,784.0,486.0,784.375,487.05,784.0,486.0,det,0.2068462371826172
83,True,783.0,485.0,918.0,579.0,783.0,485.0,783.325,485.55,783.0,485.0,det,0.3832180500030517
84,True,782.0,484.0,918.0,578.0,782.0,484.0,782.4,484.2,782.0,484.0,det,0.299294114112854
85,True,782.0,484.0,918.0,578.0,782.0,484.0,781.6,483.4,782.0,484.0,det,0.3738774359226227
86,True,781.0,482.0,917.0,577.0,781.0,482.0,780.6,482.8,781.0,482.0,det,0.5224758386611938
87,True,780.0,482.0,916.0,577.0,780.0,482.0,779.6,482.4,780.0,482.0,det,0.5036061406135559
88,True,778.0,482.0,914.0,577.0,778.0,482.0,778.2,482.4,778.0,482.0,det,0.6351752281188965
89,True,777.0,482.0,914.0,577.0,777.0,482.0,776.8,483.0,777.0,482.0,det,0.619518518447876
90,True,775.0,484.0,912.0,578.0,775.0,484.0,775.6,483.6,775.0,484.0,det,0.5197921991348267
91,True,774.0,485.0,911.0,579.0,774.0,485.0,774.6,484.4,774.0,485.0,det,0.5704175233840942
92,True,774.0,485.0,911.0,579.0,774.0,485.0,773.4666666666667,485.8333333333333,774.0,485.0,det,0.4671195149421692
93,True,773.0,486.0,911.0,580.0,773.0,486.0,772.4,487.5,773.0,486.0,det,0.1764987260103225
94,False,,,962.0,611.0,771.3333333333334,489.1666666666667,771.2,489.6,962.0,611.0,kf,0.0
95,False,,,1012.0,642.0,769.6666666666666,492.3333333333333,769.6666666666667,492.3333333333333,1012.0,642.0,kf,0.0
96,False,,,1063.0,673.0,768.0,495.5,768.0,495.5,1063.0,673.0,kf,0.0
97,False,,,1114.0,704.0,766.3333333333334,498.6666666666667,766.3333333333333,498.66666666666663,1114.0,704.0,kf,0.0
98,False,,,1165.0,736.0,764.6666666666666,501.8333333333333,764.6,501.8,1165.0,736.0,kf,0.0
99,True,763.0,505.0,869.0,566.0,763.0,505.0,763.2,504.7,763.0,505.0,det,0.1599806398153305
100,True,761.0,508.0,868.0,568.0,761.0,508.0,762.0333333333333,508.16666666666663,761.0,508.0,det,0.3628101646900177
101,True,761.0,510.0,868.0,570.0,761.0,510.0,761.1,512.2,761.0,510.0,det,0.2024879604578018
102,False,,,884.0,581.0,760.5,516.0,760.3,516.4,884.0,581.0,kf,0.0
103,True,760.0,522.0,823.0,552.0,760.0,522.0,759.7,521.2,760.0,522.0,det,0.6414003372192383
104,True,759.0,526.0,823.0,554.0,759.0,526.0,761.7,524.2,759.0,526.0,det,0.687370777130127
105,True,758.0,532.0,822.0,557.0,758.0,532.0,770.0,521.6,758.0,532.0,det,0.498888224363327
106,True,771.0,525.0,829.0,554.0,771.0,525.0,783.6,514.8,771.0,525.0,det,0.1008500382304191
107,True,802.0,503.0,844.0,543.0,802.0,503.0,801.4,504.2,802.0,503.0,det,0.6425139307975769
108,True,828.0,488.0,856.0,536.0,828.0,488.0,824.0,489.4,828.0,488.0,det,0.4204970002174377
109,True,848.0,473.0,866.0,528.0,848.0,473.0,847.8666666666666,473.5333333333333,848.0,473.0,det,0.2034090906381607
110,True,871.0,458.0,877.0,521.0,871.0,458.0,869.4,459.6,871.0,458.0,det,0.6623683571815491
111,False,,,892.0,525.0,890.3333333333334,445.6666666666667,889.6,446.2,892.0,525.0,kf,0.0
112,False,,,908.0,529.0,909.6666666666666,433.3333333333333,908.8,434.2,908.0,529.0,kf,0.0
113,True,929.0,421.0,917.0,478.0,929.0,421.0,914.05,440.4,929.0,421.0,det,0.1324895322322845
114,True,944.0,413.0,925.0,474.0,944.0,413.0,906.0833333333333,464.2666666666666,944.0,413.0,det,0.2450142353773117
115,False,,,942.0,469.0,897.25,489.0,884.9,505.8,942.0,469.0,kf,0.0
116,False,,,960.0,465.0,850.5,565.0,850.5,565.0,960.0,465.0,kf,0.0
117,False,,,978.0,460.0,803.75,641.0,827.45,608.0,978.0,460.0,kf,0.0
118,True,757.0,717.0,853.0,604.0,757.0,717.0,828.1,618.0,757.0,717.0,det,0.3090404272079468
119,False,,,852.0,622.0,828.75,628.0,852.45,595.0,852.0,622.0,kf,0.0
120,False,,,850.0,640.0,900.5,539.0,900.5,539.0,850.0,640.0,kf,0.0
121,False,,,848.0,658.0,972.25,450.0,959.1,467.2,848.0,658.0,kf,0.0
122,True,1044.0,361.0,964.0,481.0,1044.0,361.0,1005.35,412.8,1044.0,361.0,det,0.5428562760353088
123,True,1050.0,358.0,968.0,479.0,1050.0,358.0,1038.85,375.8,1050.0,358.0,det,0.269236296415329
124,True,1060.0,356.0,974.0,478.0,1060.0,356.0,1058.8,356.6,1060.0,356.0,det,0.2154970318078994
125,True,1068.0,354.0,979.0,477.0,1068.0,354.0,1065.9,354.8,1068.0,354.0,det,0.5113864541053772
126,True,1072.0,354.0,981.0,477.0,1072.0,354.0,1073.3,353.2,1072.0,354.0,det,0.1315001994371414
127,False,,,999.0,468.0,1079.5,352.0,1079.75,351.7,999.0,468.0,kf,0.0
128,True,1087.0,350.0,1038.0,415.0,1087.0,350.0,1085.65,350.3,1087.0,350.0,det,0.1130572333931922
129,False,,,1062.0,398.0,1092.25,348.5,1091.8,348.6,1062.0,398.0,kf,0.0
130,False,,,1086.0,381.0,1097.5,347.0,1097.5,347.0,1086.0,381.0,kf,0.0
131,False,,,1110.0,364.0,1102.75,345.5,1102.5666666666666,345.56666666666666,1110.0,364.0,kf,0.0
132,True,1108.0,344.0,1109.0,353.0,1108.0,344.0,1107.45,344.2,1108.0,344.0,det,0.1697207540273666
133,False,,,1132.0,334.0,1112.3333333333333,342.8333333333333,1112.15,342.9,1132.0,334.0,kf,0.0
134,False,,,1156.0,316.0,1116.6666666666667,341.6666666666667,1116.6666666666665,341.66666666666663,1156.0,316.0,kf,0.0
135,False,,,1180.0,297.0,1121.0,340.5,1121.0,340.5,1180.0,297.0,kf,0.0
136,False,,,1203.0,278.0,1125.3333333333333,339.3333333333333,1125.3333333333335,339.33333333333337,1203.0,278.0,kf,0.0
137,False,,,1227.0,260.0,1129.6666666666667,338.1666666666667,1129.6,336.0,1227.0,260.0,kf,0.0
138,True,1134.0,337.0,1160.0,315.0,1134.0,337.0,1133.8,330.5,1134.0,337.0,det,0.4919762909412384
139,False,,,1175.0,303.0,1138.0,325.0,1137.7733333333333,323.03333333333336,1175.0,303.0,kf,0.0
140,True,1142.0,313.0,1159.0,308.0,1142.0,313.0,1141.52,313.6,1142.0,313.0,det,0.5669361352920532
141,False,,,1172.0,297.0,1145.2,302.0,1145.04,302.2,1172.0,297.0,kf,0.0
142,False,,,1185.0,286.0,1148.4,291.0,1148.4,291.0,1185.0,286.0,kf,0.0
143,False,,,1197.0,275.0,1151.6,280.0,1151.6,280.0,1197.0,275.0,kf,0.0
144,False,,,1210.0,264.0,1154.8,269.0,1154.71,269.35,1210.0,264.0,kf,0.0
145,True,1158.0,258.0,1177.0,260.0,1158.0,258.0,1157.73,259.05,1158.0,258.0,det,0.2985709607601166
146,False,,,1185.0,248.0,1160.75,248.75,1160.66,249.1,1185.0,248.0,kf,0.0
147,False,,,1194.0,237.0,1163.5,239.5,1163.5,239.5,1194.0,237.0,kf,0.0
148,False,,,1202.0,225.0,1166.25,230.25,1165.351063829787,231.86170212765956,1202.0,225.0,kf,0.0
149,True,1169.0,221.0,1182.0,222.0,1169.0,221.0,1166.3031914893618,225.83510638297872,1169.0,221.0,det,0.2306872606277465
150,False,,,1187.0,211.0,1167.2553191489362,219.80851063829786,1166.3563829787233,221.42021276595742,1187.0,211.0,kf,0.0
151,False,,,1192.0,199.0,1165.5106382978724,218.61702127659575,1165.5106382978724,218.61702127659572,1192.0,199.0,kf,0.0
152,False,,,1198.0,187.0,1163.7659574468084,217.4255319148936,1163.7659574468084,217.4255319148936,1198.0,187.0,kf,0.0
153,False,,,1203.0,175.0,1162.0212765957447,216.2340425531915,1162.0212765957447,216.23404255319147,1203.0,175.0,kf,0.0
154,False,,,1208.0,163.0,1160.276595744681,215.04255319148936,1160.276595744681,215.04255319148933,1208.0,163.0,kf,0.0
155,False,,,1213.0,151.0,1158.531914893617,213.85106382978722,1158.531914893617,213.85106382978725,1213.0,151.0,kf,0.0
156,False,,,1219.0,139.0,1156.787234042553,212.6595744680851,1156.7872340425533,212.6595744680851,1219.0,139.0,kf,0.0
157,False,,,1224.0,127.0,1155.0425531914893,211.46808510638297,1155.0425531914893,211.46808510638297,1224.0,127.0,kf,0.0
158,False,,,1229.0,115.0,1153.2978723404256,210.27659574468086,1153.2978723404256,210.27659574468083,1229.0,115.0,kf,0.0
159,False,,,1235.0,103.0,1151.5531914893618,209.08510638297872,1151.5531914893618,209.08510638297872,1235.0,103.0,kf,0.0
160,False,,,1240.0,91.0,1149.8085106382978,207.8936170212766,1149.808510638298,207.8936170212766,1240.0,91.0,kf,0.0
161,False,,,1245.0,80.0,1148.063829787234,206.70212765957447,1148.063829787234,206.7021276595745,1245.0,80.0,kf,0.0
162,False,,,1251.0,68.0,1146.3191489361702,205.51063829787233,1146.3191489361702,205.51063829787236,1251.0,68.0,kf,0.0
163,False,,,1256.0,56.0,1144.5744680851064,204.31914893617022,1144.5744680851062,204.31914893617022,1256.0,56.0,kf,0.0
164,False,,,1261.0,44.0,1142.8297872340424,203.12765957446808,1142.8297872340424,203.12765957446808,1261.0,44.0,kf,0.0
165,False,,,1266.0,32.0,1141.0851063829787,201.93617021276594,1141.085106382979,201.93617021276594,1266.0,32.0,kf,0.0
166,False,,,1272.0,20.0,1139.340425531915,200.74468085106383,1139.3404255319151,200.74468085106383,1272.0,20.0,kf,0.0
167,False,,,1277.0,8.0,1137.595744680851,199.5531914893617,1137.595744680851,199.55319148936172,1277.0,8.0,kf,0.0
168,False,,,1282.0,-3.0,1135.8510638297873,198.36170212765958,1135.851063829787,198.36170212765958,1135.851063829787,198.36170212765958,interp,0.0
169,False,,,1288.0,-15.0,1134.1063829787233,197.17021276595744,1134.1063829787236,197.17021276595747,1134.1063829787236,197.17021276595747,interp,0.0
170,False,,,1293.0,-27.0,1132.3617021276596,195.97872340425533,1132.3617021276596,195.9787234042553,1132.3617021276596,195.9787234042553,interp,0.0
171,False,,,1298.0,-39.0,1130.6170212765958,194.7872340425532,1130.6170212765956,194.7872340425532,1130.6170212765956,194.7872340425532,interp,0.0
172,False,,,1304.0,-50.0,1128.872340425532,193.59574468085106,1128.872340425532,193.59574468085106,1128.872340425532,193.59574468085106,interp,0.0
173,False,,,1309.0,-62.0,1127.127659574468,192.40425531914894,1127.127659574468,192.40425531914894,1127.127659574468,192.40425531914894,interp,0.0
174,False,,,1314.0,-74.0,1125.3829787234042,191.2127659574468,1125.382978723404,191.21276595744683,1125.382978723404,191.21276595744683,interp,0.0
175,False,,,1319.0,-86.0,1123.6382978723404,190.02127659574467,1123.6382978723404,190.0212765957447,1123.6382978723404,190.0212765957447,interp,0.0
176,False,,,1325.0,-98.0,1121.8936170212767,188.82978723404256,1121.8936170212764,188.82978723404253,1121.8936170212764,188.82978723404253,interp,0.0
177,False,,,1330.0,-110.0,1120.1489361702127,187.63829787234044,1120.148936170213,187.63829787234042,1120.148936170213,187.63829787234042,interp,0.0
178,False,,,1335.0,-122.0,1118.404255319149,186.4468085106383,1118.404255319149,186.4468085106383,1118.404255319149,186.4468085106383,interp,0.0
179,False,,,1341.0,-134.0,1116.659574468085,185.25531914893617,1116.6595744680849,185.25531914893617,1116.6595744680849,185.25531914893617,interp,0.0
180,False,,,1346.0,-146.0,1114.9148936170213,184.06382978723406,1114.914893617021,184.06382978723406,1114.914893617021,184.06382978723406,interp,0.0
181,False,,,1351.0,-158.0,1113.1702127659573,182.87234042553192,1113.1702127659576,182.87234042553195,1113.1702127659576,182.87234042553195,interp,0.0
182,False,,,1357.0,-170.0,1111.4255319148936,181.68085106382978,1111.4255319148936,181.68085106382978,1111.4255319148936,181.68085106382978,interp,0.0
183,False,,,1362.0,-181.0,1109.6808510638298,180.48936170212767,1109.6808510638298,180.48936170212767,1109.6808510638298,180.48936170212767,interp,0.0
184,False,,,1367.0,-193.0,1107.936170212766,179.29787234042553,1107.9361702127658,179.2978723404255,1107.9361702127658,179.2978723404255,interp,0.0
185,False,,,1372.0,-205.0,1106.1914893617022,178.1063829787234,1106.1914893617022,178.1063829787234,1106.1914893617022,178.1063829787234,interp,0.0
186,False,,,1378.0,-217.0,1104.4468085106382,176.91489361702128,1104.4468085106382,176.91489361702128,1104.4468085106382,176.91489361702128,interp,0.0
187,False,,,1383.0,-229.0,1102.7021276595744,175.72340425531917,1102.7021276595744,175.72340425531917,1102.7021276595744,175.72340425531917,interp,0.0
188,False,,,1388.0,-241.0,1100.9574468085107,174.53191489361703,1100.9574468085107,174.53191489361703,1100.9574468085107,174.53191489361703,interp,0.0
189,False,,,1394.0,-253.0,1099.212765957447,173.3404255319149,1099.2127659574467,173.3404255319149,1099.2127659574467,173.3404255319149,interp,0.0
190,False,,,1399.0,-265.0,1097.468085106383,172.14893617021278,1097.468085106383,172.14893617021275,1097.468085106383,172.14893617021275,interp,0.0
191,False,,,1404.0,-277.0,1095.723404255319,170.95744680851064,1095.723404255319,170.95744680851064,1095.723404255319,170.95744680851064,interp,0.0
192,False,,,1410.0,-289.0,1093.9787234042553,169.7659574468085,1093.9787234042553,169.7659574468085,1093.9787234042553,169.7659574468085,interp,0.0
193,False,,,1415.0,-300.0,1092.2340425531916,168.5744680851064,1092.2340425531916,168.5744680851064,1092.2340425531916,168.5744680851064,interp,0.0
194,False,,,1420.0,-312.0,1090.4893617021276,167.38297872340425,1090.4893617021276,167.38297872340428,1090.4893617021276,167.38297872340428,interp,0.0
195,False,,,1425.0,-324.0,1088.7446808510638,166.19148936170214,1087.3602836879431,167.7631205673759,1087.3602836879431,167.7631205673759,interp,0.0
196,True,1087.0,165.0,1088.0,163.0,1087.0,165.0,1082.8468085106383,169.7148936170213,1087.0,165.0,det,0.4646755754947662
197,False,,,1083.0,165.0,1078.3333333333333,171.66666666666666,1076.9489361702128,173.23829787234044,1083.0,165.0,kf,0.0
198,False,,,1079.0,167.0,1069.6666666666667,178.33333333333334,1069.4,178.4,1079.0,167.0,kf,0.0
199,True,1061.0,185.0,1068.0,177.0,1061.0,185.0,1061.0,185.2,1061.0,185.0,det,0.383259117603302
200,True,1051.0,192.0,1062.0,182.0,1051.0,192.0,1052.3333333333335,192.26666666666665,1051.0,192.0,det,0.1948465406894683
201,True,1045.0,199.0,1058.0,186.0,1045.0,199.0,1043.4,199.6,1045.0,199.0,det,0.2554537355899811
202,False,,,1051.0,191.0,1035.0,207.0,1034.6,207.2,1051.0,191.0,kf,0.0
203,True,1025.0,215.0,1039.0,201.0,1025.0,215.0,1025.85,215.4,1025.0,215.0,det,0.5539326667785645
204,True,1017.0,223.0,1035.0,205.0,1017.0,223.0,1016.35,224.2,1017.0,223.0,det,0.4047873020172119
205,False,,,1025.0,213.0,1007.25,233.0,1006.9,233.4,1025.0,213.0,kf,0.0
206,False,,,1015.0,220.0,997.5,243.0,997.5,243.0,1015.0,220.0,kf,0.0
207,False,,,1005.0,228.0,987.75,253.0,987.9,253.0666666666667,1005.0,228.0,kf,0.0
208,True,978.0,263.0,988.0,249.0,978.0,263.0,978.45,263.2,978.0,263.0,det,0.3962704539299011
209,False,,,974.0,261.0,969.0,273.3333333333333,969.15,273.4,974.0,261.0,kf,0.0
210,False,,,961.0,273.0,960.0,283.6666666666667,960.0,284.6,961.0,273.0,kf,0.0
211,True,951.0,294.0,955.0,285.0,951.0,294.0,951.0,296.3,951.0,294.0,det,0.2452276200056076
212,True,942.0,309.0,950.0,293.0,942.0,309.0,942.0,308.4333333333333,942.0,309.0,det,0.3700829446315765
213,False,,,934.0,308.0,933.0,321.5,933.2,320.5,934.0,308.0,kf,0.0
214,True,924.0,334.0,930.0,320.0,924.0,334.0,924.4,333.1,924.0,334.0,det,0.5989200472831726
215,True,916.0,344.0,926.0,324.0,916.0,344.0,915.3333333333333,345.83333333333337,916.0,344.0,det,0.2485841661691665
216,True,907.0,357.0,922.0,330.0,907.0,357.0,906.0,359.2,907.0,357.0,det,0.3590889871120453
217,False,,,904.0,349.0,896.6666666666666,372.6666666666667,896.4,373.2,904.0,349.0,kf,0.0
218,False,,,887.0,367.0,886.3333333333334,388.3333333333333,886.4,388.4,887.0,367.0,kf,0.0
219,True,876.0,404.0,881.0,385.0,876.0,404.0,876.2,404.2,876.0,404.0,det,0.5889588594436646
220,False,,,863.0,406.0,866.0,420.0,866.2666666666667,420.0666666666667,863.0,406.0,kf,0.0
221,True,856.0,436.0,860.0,418.0,856.0,436.0,855.8,436.6,856.0,436.0,det,0.3306728005409241
222,True,847.0,452.0,856.0,425.0,847.0,452.0,846.4,453.2,847.0,452.0,det,0.2502108812332153
223,True,834.0,471.0,851.0,432.0,834.0,471.0,836.8,470.2,834.0,471.0,det,0.1547131389379501
224,True,829.0,487.0,849.0,439.0,829.0,487.0,827.2,487.8,829.0,487.0,det,0.3360926210880279
225,True,818.0,505.0,845.0,446.0,818.0,505.0,817.2,506.0,818.0,505.0,det,0.2431583255529403
226,True,808.0,524.0,841.0,454.0,808.0,524.0,807.8,524.0,808.0,524.0,det,0.6747470498085022
227,True,797.0,543.0,836.0,462.0,797.0,543.0,797.8,540.2,797.0,543.0,det,0.3218005299568176
228,True,787.0,561.0,832.0,469.0,787.0,561.0,788.1,552.8,787.0,561.0,det,0.2180853635072708
229,True,779.0,568.0,829.0,472.0,779.0,568.0,778.5,561.6,779.0,568.0,det,0.5390874147415161
230,False,,,805.0,505.0,769.5,568.0,769.3,566.4,805.0,505.0,kf,0.0
231,True,760.0,568.0,788.0,528.0,760.0,568.0,760.3,567.7,760.0,568.0,det,0.2659212052822113
232,True,751.0,567.0,785.0,527.0,751.0,567.0,751.1,567.7,751.0,567.0,det,0.3062560260295868
233,False,,,757.0,564.0,742.0,567.5,741.8,567.7,757.0,564.0,kf,0.0
234,True,733.0,568.0,748.0,565.0,733.0,568.0,732.4,567.7,733.0,568.0,det,0.332999974489212
235,True,723.0,568.0,745.0,565.0,723.0,568.0,723.0,568.5,723.0,568.0,det,0.2106651961803436
236,True,713.0,568.0,741.0,565.0,713.0,568.0,713.2,569.2,713.0,568.0,det,0.5120750069618225
237,True,704.0,571.0,738.0,566.0,704.0,571.0,703.4,570.4,704.0,571.0,det,0.6405154466629028
238,True,693.0,571.0,734.0,566.0,693.0,571.0,693.8,572.0,693.0,571.0,det,0.1256891340017318
239,True,684.0,574.0,731.0,568.0,684.0,574.0,684.0,574.4,684.0,574.0,det,0.6848386526107788
240,True,675.0,576.0,728.0,568.0,675.0,576.0,674.0,576.8,675.0,576.0,det,0.1177733018994331
241,True,664.0,580.0,724.0,570.0,664.0,580.0,664.1,580.1,664.0,580.0,det,0.5032789707183838
242,True,654.0,583.0,721.0,571.0,654.0,583.0,653.9,583.7,654.0,583.0,det,0.5064665675163269
243,False,,,686.0,609.0,643.5,587.5,642.9,587.5,686.0,609.0,kf,0.0
244,True,633.0,592.0,668.0,603.0,633.0,592.0,632.5,591.1,633.0,592.0,det,0.2666354775428772
245,True,620.0,595.0,664.0,604.0,620.0,595.0,622.1,595.1,620.0,595.0,det,0.1003261804580688
246,True,612.0,598.0,661.0,605.0,612.0,598.0,611.6,599.45,612.0,598.0,det,0.7222152352333069
247,True,602.0,603.0,657.0,607.0,602.0,603.0,601.0,604.15,602.0,603.0,det,0.1900723129510879
248,False,,,618.0,644.0,591.0,609.25,590.8,609.5,618.0,644.0,kf,0.0
249,False,,,578.0,682.0,580.0,615.5,580.0,615.5,578.0,682.0,kf,0.0
250,False,,,538.0,720.0,569.0,621.75,568.4,622.7,538.0,720.0,kf,0.0
251,True,558.0,628.0,548.0,672.0,558.0,628.0,557.0,629.65,558.0,628.0,det,0.3179088830947876
252,True,544.0,639.0,541.0,678.0,544.0,639.0,545.0,637.15,544.0,639.0,det,0.1676680743694305
253,True,534.0,644.0,536.0,680.0,534.0,644.0,533.4,645.4,534.0,644.0,det,0.5777435302734375
254,True,520.0,653.0,529.0,685.0,520.0,653.0,521.4,654.0,520.0,653.0,det,0.3327952325344085
255,True,511.0,663.0,524.0,690.0,511.0,663.0,510.0,662.2,511.0,663.0,det,0.3515011370182037
256,True,498.0,671.0,517.0,694.0,498.0,671.0,498.0,671.4,498.0,671.0,det,0.5077734589576721
257,True,487.0,680.0,512.0,699.0,487.0,680.0,486.4,680.8,487.0,680.0,det,0.4966073632240295
258,True,474.0,690.0,505.0,704.0,474.0,690.0,474.0,690.8,474.0,690.0,det,0.5387694239616394
259,True,462.0,700.0,499.0,709.0,462.0,700.0,462.0,701.4,462.0,700.0,det,0.3348899483680725
260,True,449.0,713.0,492.0,716.0,449.0,713.0,449.6,712.8,449.0,713.0,det,0.5701854825019836
261,True,438.0,724.0,486.0,722.0,438.0,724.0,437.6,724.4,438.0,724.0,det,0.5306800603866577
262,True,425.0,737.0,480.0,728.0,425.0,737.0,425.6,736.2,425.0,737.0,det,0.4868015944957733
263,True,414.0,748.0,474.0,734.0,414.0,748.0,421.6,738.4,414.0,748.0,det,0.5015583038330078
264,True,402.0,759.0,468.0,740.0,402.0,759.0,424.8,732.4,402.0,759.0,det,0.1054207161068916
265,True,429.0,724.0,482.0,722.0,429.0,724.0,434.8,717.8,429.0,724.0,det,0.2699034512042999
266,True,454.0,694.0,495.0,706.0,454.0,694.0,453.4,693.2,454.0,694.0,det,0.2307721972465515
267,True,475.0,664.0,505.0,691.0,475.0,664.0,478.2,661.8,475.0,664.0,det,0.3898874521255493
268,True,507.0,625.0,522.0,671.0,507.0,625.0,502.2,632.0,507.0,625.0,det,0.4006601274013519
269,True,526.0,602.0,532.0,659.0,526.0,602.0,525.2,603.2,526.0,602.0,det,0.3044889867305755
270,True,549.0,575.0,544.0,645.0,549.0,575.0,547.8,575.6,549.0,575.0,det,0.4236834049224853
271,True,569.0,550.0,554.0,632.0,569.0,550.0,567.8,551.0,569.0,550.0,det,0.3360409736633301
272,True,588.0,526.0,564.0,620.0,588.0,526.0,587.1,527.5,588.0,526.0,det,0.7062214016914368
273,True,607.0,502.0,573.0,607.0,607.0,502.0,604.9,505.9,607.0,502.0,det,0.3859339654445648
274,False,,,540.0,626.0,622.5,484.5,621.8,485.8,540.0,626.0,kf,0.0
275,False,,,506.0,645.0,638.0,467.0,638.0,467.0,506.0,645.0,kf,0.0
276,False,,,472.0,663.0,653.5,449.5,653.4,449.8,472.0,663.0,kf,0.0
